REF_DATE,City,Immigrants,CPI_current,Adj_rent,Province,Net interprovincial migration,Net intraprovincial migration,Net non-permanent residents,Residual deviation,Net_International_Migration,Births,Deaths,Natural Growth,Population_Estimate,M_Income,Bachelor_Unit,One bedroom units,Three bedroom units,Two bedroom units,Crime severity index,Violent crime severity index,Average_Rent,Average_Rent_log,YoY_diff,Change_in_M_income,Labour force,Employment,Full-time employment,Part-time employment,Unemployment,Not in labour force,Unemployment rate,Participation rate,Employment rate,Vacancy_Rate,Housing starts,Housing under construction,Housing completions,Percentage,Percentage3,Imm_pop,Change_Vacancy,Change_UnEm,Change_Participation,Log_Adj_Rent,Chng_Log_AdjR
2013,Brantford,189,122.8,904.1286645,Ontario,-74,1043,40,-417,140,1381,1245,136,140675,NA,605.3333333,751.6666667,1023.5,885,83.66,73.75,816.375,6.704873808,0.055187863,NA,73.6,68.8,54.3,14.5,4.8,36.4,6.5,67,62.6,2.8,396,252,427,0.001492409,0.001501935,0.001351477,-0.1,-1.8,-0.3,6.806971678,0.046189848
2014,Brantford,217,125.2,914.4062833,Ontario,-207,938,45,-371,131,1417,1170,247,141413,NA,649.6666667,783,1039.75,894.75,75.28,67.49,841.7916667,6.735532557,0.030658749,NA,73.8,68.8,55.4,13.4,4.9,37,6.6,66.6,62.1,2.2,416,270,411,0.001351477,0.001356083,0.001542563,-0.6,0.1,-0.4,6.818274984,0.011303306
2015,Brantford,162,126.6,906.8680885,Ontario,-146,1061,-48,-310,8,1447,1186,261,142287,NA,627,780,1053,916.75,77.66,70.33,844.1875,6.738374626,0.002842069,NA,74.3,70,56.1,13.9,4.3,37.4,5.8,66.5,62.7,2.4,789,460,594,0.001542563,0.001551696,0.001145581,0.2,-0.8,-0.1,6.809997002,-0.008277982
2016,Brantford,207,128.4,952.498702,Ontario,-74,1355,147,-111,213,1463,1262,201,143871,NA,676.3333333,835,1140.75,945,87.92,89.04,899.2708333,6.80158425,0.063209623,NA,75.3,70.4,56.7,13.6,4.9,37.6,6.5,66.7,62.4,2,331,385,402,0.001145581,0.001151591,0.001454806,-0.4,0.7,0.2,6.859088744,0.049091742
2017,Brantford,222,130.4,965.2236708,Ontario,-33,1572,45,NA,149,1488,1395,93,145652,NA,636,868.6666667,1202.25,995,87.91,95.64,925.4791667,6.830311621,0.028727372,NA,76.6,72.7,58.8,13.9,3.9,37.8,5.1,66.9,63.5,1.3,415,346,430,0.001454806,0.001463798,0.001543049,-0.7,-1.4,0.2,6.872359858,0.013271113
2018,Brantford,229,133.4,960.1049475,Ontario,22,953,468,NA,603,1557,1426,131,147361,NA,677.6666667,901.3333333,1162.75,1025.25,93.06,99.42,941.75,6.847739847,0.017428225,NA,75.2,70.5,57.9,12.6,4.7,40.9,6.3,64.8,60.7,1.2,752,541,558,0.001543049,0.001560227,0.001572241,-0.1,1.2,-2.1,6.867042599,-0.005317259
2019,Brantford,316,136,995.25,Ontario,-45,1425,421,NA,618,1611,1448,163,149522,NA,740,972,1195,1074,83.6,101,995.25,6.902993962,0.055254115,NA,82.3,78.7,64,14.7,3.6,35.4,4.4,70,66.9,2.1,586,608,511,0.001572241,0.001591704,0.002144394,0.9,-1.9,5.2,6.902993962,0.035951363
2020,Brantford,307,137,1064.754258,Ontario,-71,1729,179,NA,409,1525,1494,31,151620,NA,763,1052.333333,1308,1167,81.07,95.87,1072.583333,6.977825348,0.074831386,NA,78.9,72,58.8,13.1,6.9,39.5,8.7,66.6,60.8,2.2,1188,962,828,0.002144394,0.002169555,0.00205321,0.1,4.3,-3.4,6.970499308,0.067505346
2021,Brantford,353,141.6,1091.073446,Ontario,-170,2227,664,NA,1033,1622,1550,72,154782,NA,879,1118,1316,1231,74.98,88.58,1136,7.035268599,0.057443251,NA,79.8,74.2,62.3,11.8,5.7,39.4,7.1,66.9,62.2,2.2,1307,1165,1098,0.00205321,0.002083319,0.002328189,0,-1.6,0.3,6.994917304,0.024417996
2022,Brantford,858,151.2,1059.464286,Ontario,-476,2756,416,NA,1267,1683,1621,62,158391,NA,885,1168,1381.25,1277.25,75.89,104.41,1177.875,7.071467247,0.036198647,NA,82,77.7,64.4,13.3,4.2,38.7,5.1,68,64.4,1.6,1760,1715,1205,0.002328189,0.002360857,0.00554328,-0.6,-2,1.1,6.965518669,-0.029398635
2002,Calgary,9723,100,954.0116667,Alberta,9014,1260,972,2986,8995,11746,4744,7002,1007032,NA,513.6666667,647,840.5,804.75,97.94,83.69,701.4791667,6.553191201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,14339,8661,12630,NA,NA,NA,NA,NA,NA,6.860675901,NA
2003,Calgary,8055,102.8,928.3025292,Alberta,4407,455,929,2993,6012,12657,4969,7688,1028587,NA,509,655.5,842.25,800,102.98,92.61,701.6875,6.553488148,0.000296947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,13642,8165,14287,NA,NA,0.007998753,1.5,NA,NA,6.833357681,-0.02731822
2004,Calgary,9561,104.7,906.1795606,Alberta,3360,1069,503,3007,7576,13137,5050,8087,1051686,NA,516,651,822.25,801.25,98.55,88.04,697.625,6.547681709,-0.005806439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,14008,9182,13014,0.007998753,NA,0.009295276,-0.2,NA,NA,6.809237477,-0.024120204
2005,Calgary,9387,107,894.2476636,Alberta,12113,1990,1121,3044,8599,13460,5128,8332,1085764,NA,513,661,834.5,805.75,97.01,94.76,703.5625,6.556156714,0.008475005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,13667,10027,12814,0.009295276,0.009494237,0.008925668,-2.7,NA,NA,6.795982765,-0.013254712
2006,Calgary,11685,109.1,1027.661167,Alberta,13765,-169,4200,2571,13705,14315,5228,9087,1124723,92400,618.3333333,762.75,966.75,949.75,96.29,94.8,824.3958333,6.714650795,0.158494081,NA,696.3,673,577.3,95.7,23.3,213.1,3.3,76.6,74,0.5,17046,14324,12690,0.008925668,0.009126112,0.010762007,-0.9,NA,NA,6.935040788,0.139058022
2007,Calgary,11122,111.5,1155.796712,Alberta,9738,-3488,6099,-945,15437,15529,5434,10095,1155560,93000,689.3333333,876.5,1143.5,1081,91.8,94.19,947.5833333,6.853914884,0.139264089,600,715.5,691.3,592.7,98.5,24.2,220.7,3.4,76.4,73.8,1.5,13505,14720,13112,0.010762007,0.011110731,0.009888657,1,0.1,-0.2,7.052545179,0.117504391
2008,Calgary,12638,114.1,1202.018697,Alberta,6255,-1484,8031,-895,17205,16304,5469,10835,1187476,97600,776.3333333,931.25,1189.75,1136.5,84.92,89.63,1008.458333,6.916178041,0.062263157,4600,743.4,715.4,607.7,107.7,28,220.7,3.8,77.1,74.2,2.1,11438,11216,14195,0.009888657,0.010243478,0.010936689,0.6,0.4,0.7,7.09175767,0.039212491
2009,Calgary,13356,114.4,1142.843823,Alberta,4668,9,8022,-782,18033,16894,5598,11296,1220700,93100,706.3333333,895.75,1160.25,1083,80.78,88.36,961.3333333,6.86832121,-0.047856831,-4500,765.2,711.5,592.3,119.2,53.6,226.6,7,77.2,71.7,5.4,6318,9190,8238,0.010936689,0.011236544,0.011247385,3.3,3.2,0.1,7.041275017,-0.050482653
2010,Calgary,14917,116.5,1105.389127,Alberta,-2102,669,-1300,-687,10644,16985,5688,11297,1240521,95900,709.3333333,883.25,1131.75,1063.25,76.39,80.82,946.8958333,6.853189091,-0.015132119,2800,756.1,704.5,587.6,116.8,51.6,252.8,6.8,74.9,69.8,3.4,9262,7199,10991,0.011247385,0.011558032,0.012220038,-2,-0.2,-2.3,7.007952703,-0.033322313
2011,Calgary,15112,119.9,1082.810676,Alberta,1167,2952,-3610,-803,9104,16799,5805,10994,1263935,103100,706,881.75,1155.5,1075.25,65.37,70.08,954.625,6.861318593,0.008129503,7200,766.8,721.9,602.9,119,44.9,260.6,5.9,74.6,70.3,1.8,9292,8691,7689,0.012220038,0.012561938,0.012181978,-1.6,-0.9,-0.3,6.987315417,-0.020637286
2012,Calgary,16024,121.7,1130.493016,Alberta,9415,2446,2538,-2345,15650,16911,5720,11191,1300292,108400,777,938.75,1187.75,1143,61.28,61.83,1011.625,6.919313228,0.057994635,5300,791.3,752.8,638.6,114.2,38.5,263.5,4.9,75,71.4,1.3,12841,10916,9593,0.012181978,0.012379782,0.012677867,-0.5,-1,0.4,7.030409114,0.043093697
2013,Calgary,17677,122.8,1205.920195,Alberta,13680,1926,5022,-2309,19752,17421,6076,11345,1344686,111600,872,1025,1244.25,1214.25,61.28,62.99,1088.875,6.992900332,0.073587104,3200,809.1,770,646.3,123.7,39.1,279.8,4.8,74.3,70.7,1,12584,11866,12056,0.012677867,0.012917153,0.013594639,-0.3,-0.1,-0.7,7.094998202,0.064589089
2014,Calgary,18543,125.2,1265.427316,Alberta,12160,1477,2892,-2266,18802,17965,5996,11969,1386828,111700,906,1108.5,1342.25,1303,61.06,64.46,1164.9375,7.060422716,0.067522384,100,826.2,784.2,655,129.1,42,296.5,5.1,73.6,69.8,1.4,17131,15335,13753,0.013594639,0.013985688,0.013789836,0.4,0.3,-0.7,7.143165144,0.048166941
2015,Calgary,18543,126.6,1251.54555,Alberta,7239,1511,-6938,-2132,8533,18483,6452,12031,1414010,102400,901.6666667,1094,1356.25,1308.25,79.77,73.52,1165.041667,7.060512131,8.94142E-05,-9300,850.3,796.2,659.8,136.4,54.1,294.2,6.4,74.3,69.6,5.3,13033,13773,14543,0.013789836,0.014260643,0.0133708,3.9,1.3,0.7,7.132134507,-0.011030637
2016,Calgary,24859,128.4,1174.73001,Alberta,-4424,742,-4680,-1477,16995,18768,6454,12314,1438160,93200,858.3333333,1014,1337.75,1226.25,78.35,64.82,1109.083333,7.011289127,-0.049223003,-9200,854.9,774.3,627.7,146.7,80.6,306.2,9.4,73.6,66.7,6.9,9245,9761,13239,0.0133708,0.013789836,0.017580498,1.6,3,-0.7,7.068793622,-0.063340885
2017,Calgary,18886,130.4,1143.306493,Alberta,-5620,2559,-3592,NA,12106,18091,6960,11131,1458336,102300,824.6666667,997.75,1341.25,1221.25,83.64,76.03,1096.229167,6.999631539,-0.011657588,9100,872.7,795.6,644.8,150.8,77.1,305.2,8.8,74.1,67.5,6.2,11534,10298,11014,0.017580498,0.017925078,0.013132058,-0.7,-0.6,0.5,7.041679776,-0.027113846
2018,Calgary,17425,133.4,1142.848576,Alberta,-1896,2444,-860,NA,14187,17868,7411,10457,1483528,97600,879,1012.75,1343.5,1248.75,89.34,80.37,1121,7.021976423,0.022344884,-4700,875.1,807.3,659.3,148,67.8,324.6,7.7,72.9,67.3,3.9,10971,11452,9732,0.013132058,0.013356341,0.01194855,-2.3,-1.1,-1.2,7.041279175,-0.0004006
2019,Calgary,18630,136,1150.041667,Alberta,104,2535,1975,NA,18273,17285,7299,9986,1514426,99300,899.6666667,1043.5,1374.75,1282.25,93.46,85.21,1150.041667,7.047553453,0.02557703,1700,907.8,843,688.1,154.9,64.8,317.4,7.1,74.1,68.8,3.7,11909,11587,11134,0.01194855,0.012116176,0.012557903,-0.2,-0.6,1.2,7.047553453,0.006274277
2020,Calgary,16445,137,1164.458637,Alberta,801,3047,869,NA,15460,16996,7774,9222,1542956,NA,883.3333333,1066,1424.25,1318.5,79.26,78.94,1173.020833,7.067337609,0.019784157,NA,889.2,783.8,653.9,129.9,105.4,359.7,11.9,71.2,62.8,6.5,9235,10177,10705,0.012557903,0.012774834,0.0108589,2.8,4.8,-2.9,7.060011569,0.012458117
2021,Calgary,11375,141.6,1156.724341,Alberta,-2323,1953,-1874,NA,8097,16609,8704,7905,1558588,NA,920.6666667,1082.25,1467.25,1347.25,72.01,83.5,1204.354167,7.093698741,0.026361132,NA,903.2,821.8,668.3,153.5,81.4,363.8,9,71.3,64.9,5.1,15017,14438,10774,0.0108589,0.011085062,0.007372213,-1.4,-2.9,0.1,7.053347445,-0.006664124
2022,Calgary,25622,151.2,1176.301808,Alberta,10916,1731,6588,NA,29513,16885,9291,7594,1608342,NA,974.3333333,1179.75,1615.25,1461.75,75.22,77.99,1307.770833,7.176079313,0.082380572,NA,936,878.1,722.2,155.9,57.9,361.9,6.2,72.1,67.7,2.7,17306,18594,13641,0.007372213,0.007511097,0.016439239,-2.4,-2.8,0.8,7.070130735,0.016783289
2002,Edmonton,4399,100,872.695,Alberta,6482,2577,753,4531,3310,11255,5781,5474,984764,NA,497.75,573.5,782.75,712.75,128.57,115.1,641.6875,6.464101425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,12581,8225,8614,NA,NA,NA,NA,NA,NA,6.771586125,NA
2003,Edmonton,3548,102.8,864.8832685,Alberta,1992,758,720,4501,3266,11604,5725,5879,1001160,NA,505.25,588.75,795.5,725.5,141.52,125.69,653.75,6.482725015,0.01862359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,12380,8916,11587,NA,NA,0.003602894,1.7,NA,NA,6.762594548,-0.008991577
2004,Edmonton,4835,104.7,854.7086915,Alberta,1448,683,428,4507,3747,11901,5984,5917,1017462,NA,504,600.75,799.25,728,144.32,118.24,658,6.489204931,0.006479916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,11488,8541,11980,0.003602894,NA,0.004829398,1.9,NA,NA,6.750760699,-0.011833849
2005,Edmonton,5101,107,846.9813084,Alberta,7510,2044,866,4493,4767,12223,6078,6145,1042421,NA,513,614.75,806,731.75,141.01,121.95,666.375,6.501852575,0.012647644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,13294,10459,11290,0.004829398,0.004909806,0.005013455,-0.8,NA,NA,6.741678626,-0.009082073
2006,Edmonton,6025,109.1,925.3391384,Alberta,12915,2502,1312,4030,5914,12352,6103,6249,1074031,84500,588.25,663.5,904,813.5,129.75,115.8,742.3125,6.609770314,0.107917738,NA,606.1,582.3,482.3,100,23.8,260.1,3.9,70,67.2,1.2,14970,13297,12175,0.005013455,0.00509509,0.005779814,-3.3,NA,NA,6.830160306,0.08848168
2007,Edmonton,6427,111.5,1080.071749,Alberta,9501,2352,4757,307,10334,13954,6162,7792,1104317,92000,697,779.75,1089.75,975.5,128.64,127.96,885.5,6.786152457,0.176382144,7500,644.7,619.6,522.2,97.3,25.1,247.9,3.9,72.2,69.4,1.5,14888,16202,11839,0.005779814,0.005921597,0.005983999,0.3,0,2.2,6.984782752,0.154622446
2008,Edmonton,7508,114.1,1137.033304,Alberta,3613,2409,6878,409,12799,14671,6437,8234,1131781,93100,744,852.75,1175,1044,122.69,130.95,953.9375,6.860598156,0.074445698,1100,669,642.4,534.8,107.6,26.6,247.9,4,73,70.1,2.4,6615,11409,11217,0.005983999,0.006165455,0.006798772,0.9,0.1,0.8,7.036177785,0.051395032
2009,Edmonton,7781,114.4,1110.27535,Alberta,4219,4042,8217,462,14561,15065,6797,8268,1163333,96600,711.75,850.75,1156.5,1016.75,114.74,118.04,933.9375,6.83940952,-0.021188636,3500,690.8,643.3,525.6,117.8,47.4,252.1,6.9,73.3,68.2,4.5,6317,7549,9232,0.006798772,0.006990487,0.006875005,2.1,2.9,0.3,7.012363326,-0.023814458
2010,Edmonton,9758,116.5,1103.540773,Alberta,-1284,3538,466,565,8965,15431,6619,8812,1183929,91700,730.5,852.5,1169.5,1028.75,101.81,107.26,945.3125,6.851515561,0.012106041,-4900,690.3,642.9,526.3,116.6,47.4,270,6.9,71.9,66.9,4.2,9959,8615,9443,0.006875005,0.007045984,0.008387968,-0.3,0,-1.4,7.006279173,-0.006084153
2011,Edmonton,10447,119.9,1082.527106,Alberta,2510,3197,-2355,-89,7225,15416,6846,8570,1205342,91700,732.75,854,1186.25,1044.5,87.05,104.71,954.375,6.861056676,0.009541115,0,720.2,681,562.1,119,39.1,257,5.4,73.7,69.7,3.3,9332,9170,8941,0.008387968,0.008621809,0.008824009,-0.9,-1.5,1.8,6.9870535,-0.019225674
2012,Edmonton,11574,121.7,1099.901397,Alberta,8646,2797,3247,-4461,13304,15522,6843,8679,1234307,101800,760,882.5,1214.5,1080,84.68,96.09,984.25,6.89187993,0.030823254,10100,739.2,704.1,585.9,118.2,35,260.2,4.7,74,70.5,1.6,12837,11923,10166,0.008824009,0.008980232,0.009602254,-1.7,-0.7,0.3,7.002975816,0.015922316
2013,Edmonton,12746,122.8,1150.77633,Alberta,13173,2707,5449,-4382,16888,16271,7191,9080,1271773,101900,784.3333333,929.5,1291,1151.5,85.86,91.54,1039.083333,6.946094193,0.054214263,100,757.8,722,611.8,110.1,35.8,270.3,4.7,73.7,70.2,1.4,14689,13767,12659,0.009602254,0.009775924,0.010326442,-0.2,0,-0.3,7.048192063,0.045216248
2014,Edmonton,14982,125.2,1210.367412,Alberta,13886,3828,3510,-4333,17321,17102,7363,9739,1312214,105100,843,998.5,1377.75,1237.75,88.48,94.8,1114.25,7.015936812,0.069842619,3200,776,736.2,614.1,122,39.8,282.6,5.1,73.3,69.6,1.7,13872,14732,13140,0.010326442,0.010574592,0.011780404,0.3,0.4,-0.4,7.098679239,0.050487176
2015,Edmonton,14085,126.6,1221.958926,Alberta,10271,3632,-6583,-4228,6231,17789,7817,9972,1338092,107300,871,1017.75,1396.25,1265,103.42,105.95,1137.5,7.036588151,0.020651339,2200,795.5,748.2,624.9,123.4,47.3,283.4,5.9,73.7,69.3,4.2,17050,14912,16530,0.011780404,0.012137985,0.010733768,2.5,0.8,0.4,7.108210527,0.009531288
2016,Edmonton,21467,128.4,1186.359034,Alberta,-2399,4151,-2130,-3418,17335,18325,7692,10633,1364394,112900,849.75,1007.25,1385,1238.25,107.37,102.95,1120.0625,7.021139766,-0.015448385,5600,801,741.3,612,129.3,59.6,294.9,7.4,73.1,67.6,7.1,10036,9785,15123,0.010733768,0.01107509,0.016042993,2.9,1.5,-0.6,7.078644261,-0.029566266
2017,Edmonton,16773,130.4,1161.710123,Alberta,-3721,5888,-1968,NA,13429,18103,7944,10159,1390149,99500,839,1020.75,1375,1220.75,113.63,108.19,1113.875,7.015600206,-0.00553956,-13400,810.1,742.9,607.2,135.7,67.2,305,8.3,72.6,66.6,7,11435,10372,10753,0.016042993,0.016359374,0.01229337,-0.1,0.9,-0.5,7.057648442,-0.020995819
2018,Edmonton,14645,133.4,1145.333583,Alberta,-953,4174,-461,NA,13233,17184,8436,8748,1415351,97600,850,1015.75,1381.5,1246.5,116.49,108.96,1123.4375,7.02414846,0.008548254,-1900,818.6,765.7,629.7,136,52.9,318.2,6.5,72,67.3,5.3,10038,9952,10091,0.01229337,0.012535013,0.010534842,-1.7,-1.8,-0.6,7.043451213,-0.01419723
2019,Edmonton,15480,136,1135.5625,Alberta,-530,4254,375,NA,14756,17323,8319,9004,1442835,99500,867.75,1017.75,1396.25,1260.5,115.68,110.3,1135.5625,7.034883402,0.010734942,1900,840.6,779.5,644.1,135.4,61.1,320.2,7.3,72.4,67.2,4.9,10720,10260,10384,0.010534842,0.010733703,0.010937216,-0.4,0.8,0.4,7.034883402,-0.008567811
2020,Edmonton,13202,137,1130.624088,Alberta,-1440,4877,286,NA,12796,16929,8778,8151,1467219,NA,874.25,1027,1388.75,1265.75,105.43,111.98,1138.9375,7.037851089,0.002967687,NA,810.4,714.4,581.5,132.9,96,374,11.8,68.4,60.3,7.2,11512,10250,11363,0.010937216,0.011135497,0.009150041,2.3,4.5,-4,7.030525049,-0.004358353
2021,Edmonton,8988,141.6,1100.918079,Alberta,-3155,2833,-1903,NA,6624,16439,9801,6638,1480159,NA,866,1037,1408.5,1273.5,97.05,112.42,1146.25,7.044251024,0.006399934,NA,852.5,778,628.8,149.2,74.5,350.1,8.7,70.9,64.7,7.3,12546,11521,11277,0.009150041,0.009327722,0.006125875,0.1,-3.1,2.5,7.003899728,-0.026625321
2022,Edmonton,19299,151.2,1058.508598,Alberta,5686,2705,3603,NA,21921,16712,10464,6248,1516719,NA,895,1063.75,1448.25,1300.25,100.39,109.74,1176.8125,7.070564791,0.026313768,NA,858.9,808.5,659,149.5,50.4,374.4,5.9,69.6,65.6,4.3,14586,14187,11866,0.006125875,0.006229403,0.013038464,-3,-2.8,-1.3,6.964616213,-0.039283515
2002,Greater Sudbury,133,100,779.025,Ontario,-154,-267,34,96,-97,1389,1367,22,163810,NA,390,525,711.75,664.5,88.28,74.73,572.8125,6.350558438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,298,92,264,NA,NA,NA,NA,NA,NA,6.658043138,NA
2003,Greater Sudbury,180,102.8,765.9370947,Ontario,-56,214,41,147,160,1355,1417,-62,164213,NA,392.3333333,534,716,673.5,88.92,61.38,578.9583333,6.361230512,0.010672074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,306,93,305,NA,NA,0.001098834,-1,NA,NA,6.641100045,-0.016943093
2004,Greater Sudbury,119,104.7,758.3699459,Ontario,-101,305,11,206,-2,1395,1394,1,164622,NA,397.3333333,539,723,676,81.98,56.56,583.8333333,6.369615554,0.008385042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,388,137,344,0.001098834,NA,0.000724669,-1.1,NA,NA,6.631171322,-0.009928723
2005,Greater Sudbury,150,107,762.4314642,Ontario,-172,586,1,299,-8,1369,1418,-49,165278,NA,413,554.6666667,745.25,686.5,82.09,75.58,599.8541667,6.39668657,0.027071016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,400,148,388,0.000724669,0.000726451,0.000911178,-0.5,NA,NA,6.636512621,0.0053413
2006,Greater Sudbury,123,109.1,777.3617476,Ontario,-53,842,338,447,269,1393,1425,-32,166751,67000,421.6666667,585,764.5,723.25,89.56,94.03,623.6041667,6.435515819,0.038829249,NA,86.7,80.4,64.8,15.6,6.2,50.4,7.2,63.2,58.6,1.1,477,175,449,0.000911178,0.000913448,0.000744201,-0.3,NA,NA,6.655905812,0.01939319
2007,Greater Sudbury,128,111.5,817.4738416,Ontario,-77,412,53,131,19,1492,1420,72,167308,71300,458.6666667,622.6666667,806.5,793,78.97,91.38,670.2083333,6.507588609,0.072072791,4300,88.6,83.6,66.9,16.6,5,49.6,5.6,64.1,60.5,0.5,587,265,494,0.000744201,0.000747166,0.000767612,-0.6,-1.6,0.9,6.706218904,0.050313092
2008,Greater Sudbury,171,114.1,860.9260882,Ontario,-27,386,12,146,98,1537,1432,105,168016,67700,488,664.6666667,887.25,849.25,73.34,75.12,722.2916667,6.582429028,0.074840418,-3600,88.1,82.8,66.4,16.4,5.3,51.1,6,63.2,59.4,0.5,543,244,566,0.000767612,0.000774453,0.001022067,0,0.4,-0.9,6.758008657,0.051789752
2009,Greater Sudbury,133,114.4,878.2590326,Ontario,-261,-145,68,164,149,1666,1441,225,168148,63200,509.3333333,689,897,859.75,80.94,98.29,738.7708333,6.604987769,0.022558741,-4500,88.8,80.3,63.1,17.2,8.5,50.9,9.6,63.6,57.5,2.6,450,300,394,0.001022067,0.001025481,0.000791591,2.1,3.6,0.4,6.777941576,0.019932919
2010,Greater Sudbury,124,116.5,876.9470672,Ontario,-387,-673,127,192,134,1666,1393,273,167687,60000,511,700.3333333,911.5,882,84.36,84.92,751.2083333,6.621683021,0.016695252,-3200,90.1,81.6,64.8,16.8,8.5,49.7,9.4,64.4,58.4,2.5,575,446,427,0.000791591,0.000794941,0.000737446,-0.1,-0.2,0.8,6.776446634,-0.001494942
2011,Greater Sudbury,138,119.9,890.2432583,Ontario,-173,-215,83,221,140,1479,1530,-51,167609,74500,545,719.6666667,965.5,909.25,79.09,78.44,784.8541667,6.665497926,0.043814904,14500,89.2,82.8,67.3,15.6,6.3,50.9,7.1,63.7,59.1,2.7,595,442,593,0.000737446,0.000738025,0.000822962,0.2,-2.3,-0.7,6.791494749,0.015048115
2012,Greater Sudbury,146,121.7,921.4968502,Ontario,-233,433,154,65,118,1654,1441,213,168205,68500,579.6666667,748,1018.25,952.5,71.37,74.68,824.6041667,6.714903473,0.049405548,-6000,88.6,82.3,66.4,15.9,6.3,52,7.1,63,58.5,2.4,536,463,514,0.000822962,0.000820706,0.000871075,-0.3,0,-0.7,6.825999359,0.03450461
2013,Greater Sudbury,164,122.8,909.6891965,Ontario,-275,373,129,81,185,1632,1530,102,168671,71600,585.3333333,753,994.75,952.5,66.68,65.93,821.3958333,6.711005129,-0.003898344,3100,90.6,84.3,67.9,16.4,6.3,50.4,7,64.3,59.8,2.8,431,480,410,0.000871075,0.00087067,0.000975001,0.4,-0.1,1.3,6.813102999,-0.01289636
2014,Greater Sudbury,280,125.2,904.1320554,Ontario,-415,28,-25,88,113,1630,1593,37,168522,80600,586.3333333,734.25,1038.75,970,61.18,63.95,832.3333333,6.724233002,0.013227873,9000,89.3,83.5,66.3,17.2,5.8,51.6,6.5,63.4,59.3,3.8,271,356,390,0.000975001,0.000978468,0.001660036,1,-0.5,-0.9,6.806975429,-0.00612757
2015,Greater Sudbury,160,126.6,928.28594,Ontario,-333,-40,30,117,140,1710,1514,196,168602,67200,616,772,1077.5,991,59.37,64.49,864.125,6.761717434,0.037484433,-13400,89.4,82.9,65.4,17.5,6.5,51.3,7.3,63.5,58.9,3.2,247,375,227,0.001660036,0.001664635,0.000949431,-0.6,0.8,0.1,6.83333981,0.026364382
2016,Greater Sudbury,212,128.4,929.0199896,Ontario,-16,-199,332,171,500,1699,1621,78,169136,71300,608.6666667,789.5,1086.5,1023.75,66.62,62.53,877.1041667,6.776625761,0.014908327,4100,90.1,82.7,66.3,16.3,7.4,51,8.2,63.9,58.7,4.7,289,306,359,0.000949431,0.000948592,0.001257399,1.5,0.9,0.4,6.834130256,0.000790446
2017,Greater Sudbury,157,130.4,979.8248978,Ontario,26,-163,576,NA,684,1525,1630,-105,169578,75600,664.3333333,860.3333333,1146,1087.25,75.52,76.9,939.4791667,6.845325644,0.068699882,4300,88.2,82.3,66,16.3,5.9,53.6,6.7,62.2,58,4.2,195,175,325,0.001257399,0.001257996,0.000928247,-0.5,-1.5,-1.7,6.88737388,0.053243624
2018,Greater Sudbury,217,133.4,962.1226887,Ontario,-43,201,1737,NA,1873,1548,1705,-157,171452,78100,647.6666667,875.75,1147.75,1103.75,79.87,88.92,943.7291667,6.849839225,0.004513582,2500,89.1,83.3,69.7,13.6,5.8,54.4,6.5,62.1,58,2.1,189,186,177,0.000928247,0.000931187,0.001279647,-2.1,-0.2,-0.1,6.869141978,-0.018231902
2019,Greater Sudbury,266,136,990.1041667,Ontario,31,92,436,NA,633,1468,1708,-240,171968,83300,681.6666667,918,1194.25,1166.5,82.44,95.32,990.1041667,6.897810156,0.047970931,5200,92.4,87.3,73.4,13.9,5.1,52,5.5,64,60.5,2.2,202,181,205,0.001279647,0.001282991,0.001551455,0.1,-1,1.9,6.897810156,0.028668179
2020,Greater Sudbury,235,137,1008.749392,Ontario,-76,330,393,NA,503,1425,1674,-249,172476,NA,708,937.6666667,1233.25,1185.75,88.21,112.51,1016.166667,6.923792657,0.0259825,NA,88,81,67.1,13.8,7,57.4,8,60.5,55.7,1.9,218,139,274,0.001551455,0.0015686,0.001366533,-0.3,2.5,-3.5,6.916466617,0.01865646
2021,Greater Sudbury,361,141.6,1092.894303,Ontario,-82,324,58,NA,388,1463,1737,-274,172832,NA,760.3333333,1052,1428.5,1310.75,85.04,129.09,1137.895833,7.036936076,0.113143419,NA,88.8,82.1,69.7,12.4,6.7,56.7,7.5,61,56.4,1.3,434,277,297,0.001366533,0.001370646,0.002093045,-0.6,-0.5,0.5,6.99658478,0.080118164
2022,Greater Sudbury,1303,151.2,991.2918871,Ontario,-328,448,1461,NA,2704,1518,1817,-299,175357,NA,803.6666667,949.6666667,1395,1260,82.75,137.89,1102.083333,7.004957607,-0.031978469,NA,89.2,85.4,72,13.5,3.8,56.9,4.3,61.1,58.5,1.6,282,340,219,0.002093045,0.002099228,0.007539113,0.3,-3.2,0.1,6.899009029,-0.097575751
